open_time,open,high,low,close,close_time
1568304000000,10327.25,10349.91,10239.42,10269.94,1568307599999
1568307600000,10272.72,10295.8,10266.14,10295.8,1568311199999
1568311200000,10295.8,10346.06,10288.08,10296.24,1568314799999
1568314800000,10296.88,10323.67,10272.03,10308.8,1568318399999
1568318400000,10301.82,10360.75,10300.85,10320.73,1568321999999
1568322000000,10321.45,10400.0,10321.45,10388.87,1568325599999
1568325600000,10390.01,10450.13,10374.96,10385.45,1568329199999
1568329200000,10386.76,10415.13,10357.51,10415.13,1568332799999
1568332800000,10414.96,10440.55,10368.98,10387.34,1568336399999
1568336400000,10387.34,10387.5,10329.3,10335.68,1568339999999
1568340000000,10335.35,10386.64,10332.83,10365.43,1568343599999
1568343600000,10365.47,10369.57,10345.97,10364.64,1568347199999
1568347200000,10364.82,10399.81,10324.68,10336.83,1568350799999
1568350800000,10328.75,10343.52,10272.77,10291.89,1568354399999
1568354400000,10290.67,10319.8,10274.97,10295.54,1568357999999
1568358000000,10295.54,10296.46,10267.89,10284.03,1568361599999
1568361600000,10283.68,10327.14,10255.25,10278.48,1568365199999
1568365200000,10277.0,10320.84,10262.51,10306.43,1568368799999
1568368800000,10306.94,10323.51,10272.02,10272.91,1568372399999
1568372400000,10272.91,10307.47,10251.99,10306.52,1568375999999
1568376000000,10306.52,10344.0,10292.58,10323.98,1568379599999
1568379600000,10324.82,10336.11,10286.27,10307.01,1568383199999
1568383200000,10306.78,10306.78,10270.0,10286.2,1568386799999
1568386800000,10286.2,10326.46,10281.34,10296.57,1568390399999
1568390400000,10294.81,10309.92,10279.35,10296.3,1568393999999
1568394000000,10300.05,10310.08,10190.0,10226.61,1568397599999
1568397600000,10224.6,10243.17,10186.34,10220.93,1568401199999
1568401200000,10222.58,10224.7,10186.65,10210.25,1568404799999
1568404800000,10210.25,10256.81,10153.51,10253.79,1568408399999
1568408400000,10254.01,10299.66,10231.31,10287.11,1568411999999
1568412000000,10287.11,10288.11,10250.0,10277.15,1568415599999
1568415600000,10280.45,10355.85,10258.7,10341.34,1568419199999
1568419200000,10343.01,10353.72,10296.1,10309.03,1568422799999
1568422800000,10308.11,10318.7,10290.0,10298.45,1568426399999
1568426400000,10299.73,10307.34,10267.08,10276.41,1568429999999
1568430000000,10276.41,10297.58,10268.21,10280.77,1568433599999
1568433600000,10280.58,10287.02,10259.75,10278.74,1568437199999
1568437200000,10276.03,10305.29,10274.48,10287.31,1568440799999
1568440800000,10287.3,10296.38,10275.04,10283.68,1568444399999
1568444400000,10283.68,10330.61,10280.31,10316.67,1568447999999
1568448000000,10319.07,10348.0,10307.72,10313.11,1568451599999
1568451600000,10311.91,10336.87,10288.78,10305.47,1568455199999
1568455200000,10305.79,10321.53,10287.53,10306.88,1568458799999
1568458800000,10307.91,10312.97,10289.05,10291.93,1568462399999
1568462400000,10292.13,10300.05,10222.77,10272.68,1568465999999
1568466000000,10268.69,10349.0,10267.7,10321.0,1568469599999
1568469600000,10321.0,10357.83,10311.82,10348.72,1568473199999
1568473200000,10346.15,10396.4,10315.0,10358.0,1568476799999
1568476800000,10355.61,10358.08,10325.41,10349.79,1568480399999
1568480400000,10351.84,10398.0,10351.84,10380.36,1568483999999
1568484000000,10380.76,10389.14,10338.66,10382.01,1568487599999
1568487600000,10382.71,10388.43,10355.73,10363.8,1568491199999
1568491200000,10363.63,10397.96,10361.45,10395.11,1568494799999
1568494800000,10395.04,10419.97,10317.39,10377.71,1568498399999
1568498400000,10377.74,10387.9,10325.56,10336.28,1568501999999
1568502000000,10336.37,10349.03,10326.91,10332.25,1568505599999
1568505600000,10333.47,10359.2,10312.05,10320.93,1568509199999
1568509200000,10321.61,10337.19,10024.81,10332.65,1568512799999
1568512800000,10331.84,10335.0,10302.41,10323.43,1568516399999
1568516400000,10323.43,10323.94,10288.0,10303.39,1568519999999
1568520000000,10302.49,10318.16,10273.21,10312.4,1568523599999
1568523600000,10310.76,10326.59,10301.13,10311.07,1568527199999
1568527200000,10310.68,10324.16,10295.57,10312.47,1568530799999
1568530800000,10314.16,10315.0,10292.86,10308.96,1568534399999
1568534400000,10308.08,10308.4,10283.56,10288.89,1568537999999
1568538000000,10288.89,10296.78,10268.55,10285.56,1568541599999
1568541600000,10284.3,10318.49,10275.6,10310.23,1568545199999
1568545200000,10308.83,10320.0,10289.66,10296.63,1568548799999
1568548800000,10296.54,10311.91,10255.41,10309.2,1568552399999
1568552400000,10309.2,10310.75,10268.59,10273.67,1568555999999
1568556000000,10273.76,10291.0,10252.28,10270.47,1568559599999
1568559600000,10269.43,10317.29,10263.03,10306.37,1568563199999
1568563200000,10306.79,10332.61,10293.92,10302.11,1568566799999
1568566800000,10302.11,10315.64,10286.88,10309.03,1568570399999
1568570400000,10309.11,10310.04,10284.25,10289.35,1568573999999
1568574000000,10288.59,10304.86,10280.14,10294.68,1568577599999
1568577600000,10294.46,10310.95,10265.32,10269.31,1568581199999
1568581200000,10271.19,10304.56,10266.13,10289.03,1568584799999
1568584800000,10289.03,10316.45,10281.95,10296.55,1568588399999
1568588400000,10296.6,10313.67,10294.21,10302.22,1568591999999
1568592000000,10302.0,10344.73,10300.36,10327.7,1568595599999
1568595600000,10330.5,10353.81,10330.0,10338.57,1568599199999
1568599200000,10339.6,10349.88,10325.03,10340.62,1568602799999
1568602800000,10339.23,10353.79,10300.0,10300.07,1568606399999
1568606400000,10300.24,10319.51,10296.25,10317.29,1568609999999
1568610000000,10316.62,10325.0,10311.53,10312.37,1568613599999
1568613600000,10312.17,10312.17,10286.62,10303.1,1568617199999
1568617200000,10303.21,10305.07,10279.69,10302.3,1568620799999
1568620800000,10301.95,10316.71,10289.04,10291.68,1568624399999
1568624400000,10291.68,10315.99,10282.97,10302.35,1568627999999
1568628000000,10302.87,10309.77,10291.64,10305.21,1568631599999
1568631600000,10307.08,10307.08,10275.74,10282.74,1568635199999
1568635200000,10282.03,10282.03,10134.46,10147.09,1568638799999
1568638800000,10148.37,10180.0,10125.7,10148.74,1568642399999
1568642400000,10150.25,10166.91,10115.0,10136.64,1568645999999
1568646000000,10138.09,10162.03,10119.37,10120.07,1568649599999
1568649600000,10117.4,10160.39,10080.7,10144.27,1568653199999
1568653200000,10144.26,10158.53,10133.86,10144.73,1568656799999
1568656800000,10144.35,10150.5,10115.7,10128.95,1568660399999
1568660400000,10129.13,10142.07,10121.47,10124.17,1568663999999
1568664000000,10120.37,10207.36,10119.29,10205.02,1568667599999
1568667600000,10205.12,10329.38,10204.7,10280.25,1568671199999
1568671200000,10282.77,10308.27,10276.0,10283.64,1568674799999
1568674800000,10284.84,10287.95,10228.92,10249.27,1568678399999
1568678400000,10257.3,10261.36,10175.2,10216.78,1568681999999
1568682000000,10216.35,10238.95,10194.39,10209.45,1568685599999
1568685600000,10208.81,10232.07,10204.53,10223.97,1568689199999
1568689200000,10224.11,10230.44,10187.88,10224.09,1568692799999
1568692800000,10225.02,10230.79,10192.69,10193.85,1568696399999
1568696400000,10193.21,10215.07,10165.0,10195.82,1568699999999
1568700000000,10194.31,10201.86,10179.84,10188.46,1568703599999
1568703600000,10189.7,10214.3,10189.19,10201.89,1568707199999
1568707200000,10202.92,10205.81,10165.34,10171.85,1568710799999
1568710800000,10171.2,10172.03,10136.77,10162.73,1568714399999
1568714400000,10161.19,10182.47,10161.19,10170.39,1568717999999
1568718000000,10170.3,10178.72,10158.0,10163.0,1568721599999
1568721600000,10162.7,10228.54,10151.62,10215.17,1568725199999
1568725200000,10215.1,10244.27,10173.22,10185.92,1568728799999
1568728800000,10185.57,10220.23,10173.89,10212.29,1568732399999
1568732400000,10212.07,10225.16,10197.8,10201.14,1568735999999
1568736000000,10201.09,10261.41,10200.39,10252.0,1568739599999
1568739600000,10254.32,10262.49,10231.51,10252.14,1568743199999
1568743200000,10251.56,10257.27,10214.64,10225.76,1568746799999
1568746800000,10228.58,10256.84,10217.56,10255.91,1568750399999
1568750400000,10256.52,10270.63,10222.07,10244.0,1568753999999
1568754000000,10243.53,10265.6,10192.09,10212.18,1568757599999
1568757600000,10212.7,10236.92,10198.06,10225.16,1568761199999
1568761200000,10225.86,10237.78,10171.37,10186.52,1568764799999
1568764800000,10183.87,10218.0,10183.87,10217.85,1568768399999
1568768400000,10217.52,10256.65,10208.23,10245.46,1568771999999
1568772000000,10245.57,10252.5,10212.21,10221.31,1568775599999
1568775600000,10222.22,10227.2,10192.04,10206.05,1568779199999
1568779200000,10206.02,10220.07,10200.35,10218.18,1568782799999
1568782800000,10218.13,10228.41,10196.26,10198.72,1568786399999
1568786400000,10197.7,10213.19,10194.0,10194.72,1568789999999
1568790000000,10194.0,10216.0,10185.6,10198.54,1568793599999
1568793600000,10199.39,10199.47,10150.0,10164.0,1568797199999
1568797200000,10164.14,10185.71,10153.0,10174.08,1568800799999
1568800800000,10174.39,10195.64,10174.39,10179.07,1568804399999
1568804400000,10179.07,10179.78,10150.0,10156.12,1568807999999
1568808000000,10156.7,10210.0,10097.92,10190.14,1568811599999
1568811600000,10188.89,10203.37,10172.31,10178.66,1568815199999
1568815200000,10179.78,10193.36,10162.5,10173.02,1568818799999
1568818800000,10172.13,10182.34,10151.0,10172.91,1568822399999
1568822400000,10172.84,10204.51,10132.51,10191.48,1568825999999
1568826000000,10191.11,10196.01,10176.9,10187.83,1568829599999
1568829600000,10186.17,10212.25,10166.59,10179.73,1568833199999
1568833200000,10180.81,10191.91,10166.54,10171.17,1568836799999
1568836800000,10172.65,10208.0,10143.0,10189.71,1568840399999
1568840400000,10189.53,10206.81,10188.0,10195.96,1568843999999
1568844000000,10196.05,10211.9,10162.46,10173.13,1568847599999
1568847600000,10173.36,10180.11,10154.45,10155.16,1568851199999
1568851200000,10154.7,10185.55,10145.0,10177.46,1568854799999
1568854800000,10178.18,10178.23,10121.4,10124.97,1568858399999
1568858400000,10127.66,10144.83,10081.56,10093.66,1568861999999
1568862000000,10093.66,10094.44,9530.02,9821.97,1568865599999
1568865600000,9820.96,9826.81,9780.75,9821.91,1568869199999
1568869200000,9821.84,9916.0,9819.48,9893.16,1568872799999
1568872800000,9893.02,9893.02,9851.0,9867.99,1568876399999
1568876400000,9868.69,9888.61,9855.32,9872.38,1568879999999
1568880000000,9872.71,9891.67,9853.01,9880.43,1568883599999
1568883600000,9880.35,9895.37,9859.75,9877.09,1568887199999
1568887200000,9877.17,9883.53,9826.95,9848.7,1568890799999
1568890800000,9849.98,9862.79,9820.0,9856.5,1568894399999
1568894400000,9856.5,9893.57,9845.11,9873.01,1568897999999
1568898000000,9872.0,9884.36,9858.56,9860.69,1568901599999
1568901600000,9862.1,9864.63,9848.45,9852.37,1568905199999
1568905200000,9852.62,9882.69,9846.97,9880.36,1568908799999
1568908800000,9882.0,10109.51,9875.25,10030.83,1568912399999
1568912400000,10032.94,10095.91,10018.92,10018.92,1568915999999
1568916000000,10018.69,10060.0,10005.07,10027.59,1568919599999
1568919600000,10029.07,10095.87,10017.0,10086.98,1568923199999
1568923200000,10088.91,10331.62,10088.91,10240.33,1568926799999
1568926800000,10242.72,10277.92,10233.81,10239.05,1568930399999
1568930400000,10239.0,10246.71,10202.51,10207.64,1568933999999
1568934000000,10208.12,10257.27,10206.25,10245.3,1568937599999
1568937600000,10247.7,10279.3,10218.86,10223.11,1568941199999
1568941200000,10223.62,10239.54,10184.95,10195.7,1568944799999
1568944800000,10194.33,10214.99,10154.7,10175.34,1568948399999
1568948400000,10174.79,10240.81,10174.09,10214.76,1568951999999
1568952000000,10212.78,10222.92,10189.38,10198.97,1568955599999
1568955600000,10198.37,10202.68,10160.35,10161.05,1568959199999
1568959200000,10161.66,10191.4,10148.99,10168.3,1568962799999
1568962800000,10169.4,10185.93,10150.42,10156.45,1568966399999
1568966400000,10156.11,10187.1,10128.51,10139.58,1568969999999
1568970000000,10141.66,10148.32,10121.3,10144.17,1568973599999
1568973600000,10143.58,10178.28,10143.58,10155.56,1568977199999
1568977200000,10152.47,10175.0,10141.49,10173.72,1568980799999
1568980800000,10172.45,10236.19,10168.19,10217.85,1568984399999
1568984400000,10218.54,10226.15,10160.0,10181.25,1568987999999
1568988000000,10180.9,10189.5,10157.44,10178.19,1568991599999
1568991600000,10179.0,10187.11,10141.31,10180.66,1568995199999
1568995200000,10179.55,10189.13,10100.18,10105.3,1568998799999
1568998800000,10106.0,10164.94,10070.5,10122.21,1569002399999
1569002400000,10122.22,10172.58,10122.22,10157.07,1569005999999
1569006000000,10157.59,10187.2,10156.32,10161.6,1569009599999
1569009600000,10161.4,10171.04,10141.35,10143.28,1569013199999
1569013200000,10144.65,10152.54,10070.67,10130.57,1569016799999
1569016800000,10130.14,10154.89,10130.14,10136.06,1569020399999
1569020400000,10135.17,10185.34,10133.6,10166.35,1569023999999
1569024000000,10166.56,10175.3,10135.82,10157.43,1569027599999
1569027600000,10157.43,10172.36,10145.0,10146.36,1569031199999
1569031200000,10147.93,10162.24,10117.0,10123.56,1569034799999
1569034800000,10122.94,10139.0,10116.8,10124.75,1569038399999
1569038400000,10124.35,10126.81,10081.2,10093.0,1569041999999
1569042000000,10093.0,10115.57,10080.52,10097.51,1569045599999
1569045600000,10098.01,10104.76,9963.02,10057.91,1569049199999
1569049200000,10059.92,10095.13,10059.84,10079.89,1569052799999
1569052800000,10081.07,10081.07,9986.32,10034.66,1569056399999
1569056400000,10034.66,10057.25,9993.66,9998.09,1569059999999
1569060000000,9998.69,10035.03,9983.25,9993.11,1569063599999
1569063600000,9993.05,10064.17,9988.55,10046.6,1569067199999
1569067200000,10046.6,10047.34,9912.63,9977.49,1569070799999
1569070800000,9979.71,10012.72,9950.86,10012.4,1569074399999
1569074400000,10011.05,10017.67,9981.76,9995.43,1569077999999
1569078000000,9994.74,10067.0,9994.74,10037.11,1569081599999
1569081600000,10037.05,10056.0,9984.0,10002.85,1569085199999
1569085200000,10002.04,10003.61,9959.97,9976.82,1569088799999
1569088800000,9975.26,10004.58,9966.65,9991.5,1569092399999
1569092400000,9991.3,10016.8,9983.24,10016.8,1569095999999
1569096000000,10016.78,10023.56,9968.97,9975.78,1569099599999
1569099600000,9977.3,9989.46,9952.0,9978.54,1569103199999
1569103200000,9978.54,10012.21,9943.05,9980.58,1569106799999
1569106800000,9980.53,10013.47,9975.31,9983.33,1569110399999
1569110400000,9992.7,10001.98,9939.11,9959.99,1569113999999
1569114000000,9958.36,9969.95,9862.81,9905.87,1569117599999
1569117600000,9905.61,9940.56,9883.68,9922.0,1569121199999
1569121200000,9922.01,9935.05,9872.07,9872.07,1569124799999
1569124800000,9872.0,9904.5,9857.0,9894.96,1569128399999
1569128400000,9895.49,9974.17,9881.4,9937.43,1569131999999
1569132000000,9937.25,9957.0,9918.01,9931.33,1569135599999
1569135600000,9931.2,10053.56,9928.39,10023.53,1569139199999
1569139200000,10024.91,10089.52,10008.0,10013.72,1569142799999
1569142800000,10013.23,10023.0,9978.96,10023.0,1569146399999
1569146400000,10022.98,10034.39,9988.4,9997.66,1569149999999
1569150000000,9997.66,10025.03,9990.22,10001.83,1569153599999
1569153600000,10000.53,10049.0,9998.71,10033.54,1569157199999
1569157200000,10031.63,10057.43,9932.01,9984.99,1569160799999
1569160800000,9983.76,9996.88,9942.0,9987.49,1569164399999
1569164400000,9987.27,9991.27,9957.17,9989.89,1569167999999
1569168000000,9990.0,10022.09,9970.0,10012.35,1569171599999
1569171600000,10014.0,10025.0,9984.0,9992.5,1569175199999
1569175200000,9994.08,9999.0,9949.2,9973.94,1569178799999
1569178800000,9974.3,9998.08,9969.28,9987.48,1569182399999
1569182400000,9987.61,10023.5,9982.6,10013.28,1569185999999
1569186000000,10010.95,10066.34,9991.19,10050.87,1569189599999
1569189600000,10050.67,10070.0,10010.15,10041.01,1569193199999
1569193200000,10040.57,10073.46,10018.86,10023.04,1569196799999
1569196800000,10027.69,10046.91,9954.22,9990.2,1569200399999
1569200400000,9990.2,10009.07,9960.01,9987.0,1569203999999
1569204000000,9987.0,9998.16,9968.1,9969.68,1569207599999
1569207600000,9969.54,9976.0,9950.0,9975.58,1569211199999
1569211200000,9978.57,9983.81,9966.0,9979.23,1569214799999
1569214800000,9979.6,9979.69,9939.58,9955.18,1569218399999
1569218400000,9954.77,9956.71,9878.51,9921.49,1569221999999
1569222000000,9917.96,9934.36,9890.88,9904.0,1569225599999
1569225600000,9904.0,9944.57,9904.0,9937.41,1569229199999
1569229200000,9937.41,9968.49,9936.75,9952.09,1569232799999
1569232800000,9951.5,9951.93,9915.87,9921.76,1569236399999
1569236400000,9922.04,9950.3,9914.08,9915.09,1569239999999
1569240000000,9914.11,9933.1,9881.25,9922.36,1569243599999
1569243600000,9922.36,9929.57,9892.71,9904.51,1569247199999
1569247200000,9904.51,9951.05,9708.91,9908.46,1569250799999
1569250800000,9909.85,9939.4,9847.28,9867.06,1569254399999
1569254400000,9867.54,9883.89,9779.0,9814.28,1569257999999
1569258000000,9812.99,9836.16,9783.94,9790.0,1569261599999
1569261600000,9789.31,9844.73,9780.81,9826.45,1569265199999
1569265200000,9825.44,9838.44,9791.09,9805.1,1569268799999
1569268800000,9804.39,9827.12,9762.28,9771.59,1569272399999
1569272400000,9773.44,9836.28,9655.0,9753.43,1569275999999
1569276000000,9751.07,9751.07,9620.0,9718.0,1569279599999
1569279600000,9718.5,9738.47,9673.77,9701.96,1569283199999
1569283200000,9701.1,9745.85,9603.5,9740.34,1569286799999
1569286800000,9746.04,9792.83,9722.32,9724.97,1569290399999
1569290400000,9724.63,9754.57,9689.91,9720.11,1569293999999
1569294000000,9720.38,9740.0,9681.69,9718.71,1569297599999
1569297600000,9718.63,9746.9,9689.0,9721.92,1569301199999
1569301200000,9722.16,9764.75,9719.22,9762.69,1569304799999
1569304800000,9763.71,9791.07,9740.0,9740.0,1569308399999
1569308400000,9740.0,9773.01,9733.0,9755.67,1569311999999
1569312000000,9754.05,9768.0,9701.0,9721.74,1569315599999
1569315600000,9722.08,9748.11,9680.27,9733.73,1569319199999
1569319200000,9735.1,9744.0,9715.0,9733.68,1569322799999
1569322800000,9733.68,9767.81,9703.0,9726.09,1569326399999
1569326400000,9725.67,9729.07,9654.9,9684.81,1569329999999
1569330000000,9684.91,9685.25,9581.42,9629.88,1569333599999
1569333600000,9631.94,9633.27,9508.0,9521.0,1569337199999
1569337200000,9521.0,9579.62,9408.47,9530.0,1569340799999
1569340800000,9529.45,9598.0,9469.92,9502.98,1569344399999
1569344400000,9502.94,9523.43,9454.02,9482.74,1569347999999
1569348000000,9483.58,9488.71,8527.41,8606.07,1569351599999
1569351600000,8683.2,8689.49,8645.61,8645.61,1569355199999
1569355200000,8358.01,8653.91,8137.09,8562.06,1569358799999
1569358800000,8559.18,8740.0,8465.52,8639.48,1569362399999
1569362400000,8639.48,8737.01,8606.51,8658.02,1569365999999
1569366000000,8657.12,8755.44,8454.89,8495.83,1569369599999
1569369600000,8493.32,8723.54,8492.65,8673.13,1569373199999
1569373200000,8674.5,8725.24,8630.31,8693.86,1569376799999
1569376800000,8693.68,8710.29,8558.68,8587.04,1569380399999
1569380400000,8589.29,8625.56,8541.55,8565.61,1569383999999
1569384000000,8565.52,8589.25,8416.06,8502.59,1569387599999
1569387600000,8501.75,8523.82,8421.87,8491.3,1569391199999
1569391200000,8491.25,8537.31,8456.31,8457.5,1569394799999
1569394800000,8456.95,8529.0,8200.0,8322.35,1569398399999
1569398400000,8325.28,8546.73,8215.0,8250.36,1569401999999
1569402000000,8250.36,8403.9,8250.36,8392.49,1569405599999
1569405600000,8391.37,8445.03,8355.67,8413.62,1569409199999
1569409200000,8413.62,8435.71,8294.99,8327.38,1569412799999
1569412800000,8324.27,8365.29,8242.61,8303.67,1569416399999
1569416400000,8301.29,8433.54,8286.46,8389.21,1569419999999
1569420000000,8389.21,8460.0,8363.6,8367.0,1569423599999
1569423600000,8367.57,8420.0,8287.25,8293.28,1569427199999
1569427200000,8295.79,8353.41,8223.71,8340.05,1569430799999
1569430800000,8340.82,8408.31,8333.0,8371.16,1569434399999
1569434400000,8367.73,8396.37,8305.77,8341.76,1569437999999
1569438000000,8341.75,8367.11,8314.62,8346.96,1569441599999
1569441600000,8346.96,8520.07,8338.8,8495.77,1569445199999
1569445200000,8493.45,8576.87,8462.01,8575.59,1569448799999
1569448800000,8572.13,8628.44,8426.7,8431.74,1569452399999
1569452400000,8431.86,8457.49,8332.41,8430.07,1569455999999
1569456000000,8428.15,8443.55,8375.16,8379.85,1569459599999
1569459600000,8384.0,8407.7,8344.4,8347.54,1569463199999
1569463200000,8347.54,8384.42,8316.61,8364.95,1569466799999
1569466800000,8367.02,8398.1,8344.37,8361.8,1569470399999
1569470400000,8361.82,8380.13,8335.72,8359.74,1569473999999
1569474000000,8360.58,8421.32,8360.58,8387.45,1569477599999
1569477600000,8388.69,8431.0,8384.19,8386.98,1569481199999
1569481200000,8386.72,8406.25,8363.0,8379.0,1569484799999
1569484800000,8378.75,8427.04,8367.89,8409.42,1569488399999
1569488400000,8409.41,8464.4,8397.57,8442.45,1569491999999
1569492000000,8443.52,8456.02,8410.0,8445.79,1569495599999
1569495600000,8446.05,8446.44,8387.08,8387.08,1569499199999
1569499200000,8387.0,8438.88,8382.81,8420.73,1569502799999
1569502800000,8420.31,8427.3,8031.91,8252.8,1569506399999
1569506400000,8252.8,8403.0,8100.2,8188.59,1569509999999
1569510000000,8186.84,8226.0,7825.89,7921.82,1569513599999
1569513600000,7924.55,8018.18,7700.67,7946.2,1569517199999
1569517200000,7946.2,7984.81,7868.75,7921.0,1569520799999
1569520800000,7921.66,8160.5,7904.99,8118.16,1569524399999
1569524400000,8121.81,8132.59,8034.23,8131.12,1569527999999
1569528000000,8131.23,8157.0,8074.47,8093.07,1569531599999
